worker_ratio_approved_assignments,worker_ratio_approved_assignments_of_project,sandbox,creation,expiration,status_external,status_internal,information_age_group,information_education_level.bachelors,information_education_level.basic,information_education_level.postgraduate,information_english_skills.Low,information_english_skills.high,information_english_skills.medium,information_gender.F,information_gender.M,information_gender.other,information_nationality,personal_stance_1.agree,personal_stance_1.disagree,personal_stance_1.neutral,personal_stance_1.unknown,personal_stance_2.agree,personal_stance_2.disagree,personal_stance_2.neutral,personal_stance_2.unknown,personal_stance_3.agree,personal_stance_3.disagree,personal_stance_3.neutral,personal_stance_3.unknown,personal_stance_4.agree,personal_stance_4.disagree,personal_stance_4.neutral,personal_stance_4.unknown,question-select_300.1-2,question-select_300.2-2,question-select_300.3-2,question-select_300.4-2,question-select_310.1-2,question-select_310.2-2,question-select_310.3-2,question-select_310.4-2,question-select_3110.1-1,question-select_3110.2-1,question-select_3110.3-1,question-select_3110.4-1,question-select_3120.1-1,question-select_3120.2-1,question-select_3120.3-1,question-select_3120.4-1,question-select_3130.1-1,question-select_3130.2-1,question-select_3130.3-1,question-select_3130.4-1,question-select_350.1-2,question-select_350.2-2,question-select_350.3-2,question-select_350.4-2,question-select_360.1-2,question-select_360.2-2,question-select_360.3-2,question-select_360.4-2,question-select_380.1-1,question-select_380.2-1,question-select_380.3-1,question-select_380.4-1,question1_1_1.arg_a,question1_1_1.arg_b,question1_1_1.none,question1_1_2.arg_a,question1_1_2.arg_b,question1_1_2.none,question1_1_repeatedLabeled1.no,question1_1_repeatedLabeled1.none,question1_1_repeatedLabeled1.yes,question1_2_1.val1,question1_2_1.val2,question1_2_1.val3,question1_2_2.val1,question1_2_2.val2,question1_2_2.val3,question1_2_repeatedLabeled1.val1,question1_2_repeatedLabeled1.val2,question1_2_repeatedLabeled1.val3,question1_3_1,question1_3_2,question1_3_last1,question1_3_last2,question1_3_repeatedLabeled1,question2_1_3.val1,question2_1_3.val2,question2_1_3.val3,question2_2_3.val1,question2_2_3.val2,question2_2_3.val3,question2_3_3.val1,question2_3_3.val2,question2_3_3.val3,question2_4_3.val1,question2_4_3.val2,question2_4_3.val3,question3_3_4.val1,question3_3_4.val2,question3_3_4.val3,question3_4_4.val1,question3_4_4.val2,question3_4_4.val3,start_time,submit_time,time_elapsed_1,time_elapsed_2,time_elapsed_3,time_elapsed_id_4,time_elapsed_instructions,time_elapsed_last,time_elapsed_personal_stance,time_elapsed_profile,question-select_340.3-1,question-select_350.2-1,question-select_390.1-1,question-select_370.2-1,question-select_350.4-1,question-select_330.4-2,question-select_340.3-2,question-select_390.2-1,question-select_370.3-1,question-select_370.1-1,question-select_340.2-1,question-select_350.1-1,question-select_350.3-1,question-select_370.4-1,question-select_330.1-2,question-select_3100.2-1,question-select_3100.3-1,question-select_3140.3-1,question-select_330.2-2,question-select_340.4-2,question-select_3140.1-1,question-select_3140.4-1,question-select_360.3-1,question-select_330.3-2,question-select_340.2-2,question-select_3100.4-1,question-select_340.1-2,question-select_340.4-1,question-select_360.1-1,question-select_340.1-1,question-select_390.4-1,question-select_390.3-1,question-select_3100.1-1,question-select_3140.2-1,question-select_360.4-1,question-select_360.2-1,id_worker
compromises, and alternatives that define ...","Final Thoughts — At this point, you are assessing the interviewer as much as they are assessing you. Some candidates have the impression that ...",The biggest lesson that one-sided love teaches you is that you cannot go out looking for love. You can only remove the barriers within yourself ..,"In other cases, though, you THINK about your decisions, from what to wear in the ... Can you think of other examples of things we do because we didn't think first? ... It is sometimes used as a way of making very important decisions such as whether to ... A DECISION is a situation in which: You have more than one option.",True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,07/01/2021 02:03:55,07/01/2021 02:12:47,67,23,31,46,27,163,14,63,,,False,False,,,,True,True,False,,,,False,,False,True,True,,,False,False,False,,,False,,,False,,False,False,False,False,False,True,61
1.0,1.0,False,2021-07-01 17:24:06+00:00,2021-07-02 21:10:46+00:00,APPROVED,APPROVED,38,True,False,False,False,False,True,False,True,False,american,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,,,,,,,,,False,False,False,True,False,True,False,False,False,True,False,False,,,,,,,,,,,,,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,Because it clearly argues about to ban the gun,"Side B is more one-sided because it clearly shows that, It allows the production of coca eventhough they know they are also using for production of cocaine","No, I dont have any final thoughts","Eventhough the subject is unfair, The arguments are by onesided",Because it clearly shows that argue about to ban the gun,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,07/01/2021 11:55:03,07/01/2021 12:19:09,338,320,100,117,26,293,38,147,,,True,False,,,,False,True,False,,,,False,,True,False,False,,,False,False,False,,,False,,,False,,False,False,False,True,False,True,62
265,26,64,31,57,94,130,122,,,False,True,,,,False,False,False,,,,False,,True,False,False,,,True,False,False,,,False,,,False,,True,False,False,False,True,False,63
1.0,1.0,False,2021-07-01 17:24:08+00:00,2021-07-02 21:10:48+00:00,APPROVED,REJECTED,34,True,False,False,False,True,False,True,False,False,american,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,,,,,,,,,True,False,False,False,False,True,False,False,True,False,False,False,,,,,,,,,,,,,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,A didn't back up their statement,"They are very focused on the fact that it is bad, not trying to problem solve.",No I don't not have any,That it is hard to decipher when people are arguing,They state their opinion and don't consider any alternatives,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,07/01/2021 02:49:21,07/01/2021 03:01:04,85,159,93,175,17,27,26,15,,,False,False,,,,True,False,True,,,,False,,False,False,False,,,True,False,False,,,False,,,True,,False,False,True,False,False,False,64
1.0,1.0,False,2021-07-02 12:17:37+00:00,2021-07-03 16:04:17+00:00,APPROVED,APPROVED,39,True,False,False,False,True,False,False,True,False,american,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,False,,,,,,,,,,,,,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,I think After ban of gun crime range is increased,production of cocaine from farmers is risk for all,Good survey and got some additional information,Cocaine is extracted from coca leaf,I think after ban crime rate in increased,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,07/02/2021 08:23:14,07/02/2021 08:42:52,491,221,77,107,110,67,25,45,,,False,False,,,,False,False,False,,,,True,,False,False,False,,,False,False,False,,,True,,,True,,True,False,False,True,False,False,66
lse,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,07/02/2021 08:20:09,07/02/2021 08:28:59,112,52,25,31,18,208,11,54,,,True,True,,,,False,False,False,,,,False,,False,False,False,,,True,False,False,,,False,,,False,,False,False,True,False,False,True,67
1.0,1.0,False,2021-07-02 12:17:39+00:00,2021-07-03 16:04:19+00:00,APPROVED,APPROVED,25,False,False,True,False,True,False,True,False,False,american,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,"There are side of A is speaking in one side, that speaking for same one side option.","The side of B is speaking in both sides, there are speaking in double side of the both companies.","The study is peoples selection of judgement of A and B,",i did learn about Argumentation survey,"I selected option in A, because the option A is guns, criminals, crimes, that side of speaking of wrong side.",True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,07/02/2021 08:21:03,07/02/2021 08:49:02,230,67,22,39,26,1037,47,140,,,False,True,,,,False,False,False,,,,False,,True,False,True,,,False,False,False,,,False,,,False,,True,False,False,False,True,False,68
1.0,1.0,False,2021-07-02 12:17:40+00:00,2021-07-03 16:04:20+00:00,APPROVED,APPROVED,27,True,False,False,False,True,False,False,True,False,american,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,"Both texts seem to be fairly one sided. Each text does make some mention of, or attempt to address, opposing arguments, but neither text does this more, or more effectively, than the other. Both texts seem to be quite obviously biased, and although they do make some attempt at, mostly implicitly, critiquing opposing arguments, both texts seem to be largely one-sided.","Neither text seems to be completely one-sided, but text B gives both sides of the argument a much more equal treatment than text A. Text A primarily focuses on the arguments for why coca production should be banned, whereas text B gives about the same amount of attention to both sides of the argument. As a result, I think that text A is definitely more one-sided.","It can be difficult to quantify one-sidedness, as while it is usually possible to accurately and objectively determine roughly how many arguments a text makes for or against a position, the degree to which each argument is ""one-sided"" can be somewhat subjective and open to interpretation. For this reason, I tried to approach in a more objective way, by basing my arguments around the quantity of one-sided arguments that a text made relative to the other text.","It can be quite difficult to objectively and accurately quantify one-sidedness, especially due to the contentious, and sometimes subjective, nature of the material being analyzed. Further, I gained a better understanding of the difficulties in composing a text that is truly non-biased, or even a text that does not have much noticeable, obvious bias.","It seems to me that both texts are similarly one-sided. Both texts contain four paragraphs, and in both texts, each of these four paragraphs largely expresses the same sentiment, which is disagreement with the ban. Furthermore, neither text seems to give much attention or acknowledgement of counter-arguments or dissenting opinions, which causes both texts to be almost exclusively one-sided. As a result, I do not think that text A is any more one-sided than text B and that the texts are roughly equal in how one-sided they are.",False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,07/02/2021 08:34:28,07/02/2021 09:21:00,533,303,268,371,57,469,43,148,,,True,False,,,,False,False,True,,,,False,,False,False,False,,,True,False,False,,,False,,,True,,False,False,True,False,False,False,69
alse,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Text A is more one sided because it cherry-picked facts to support its view against the DC gun ban.,Text B is more one sided because the author doesn't support his arguments with any facts. It's just his biased opinion on the subject.,The study questions were clear and easy to understand.,I learned that it is hard to identify one-sidedness when it involves a view you agree with.,I think A could be considered more one-sided because it is very critical of the DC handgun ban.,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,07/05/2021 10:13:44,07/05/2021 10:25:11,137,102,72,169,19,68,15,18,,,True,False,,,,False,False,True,,,,False,,False,False,False,,,True,False,False,,,False,,,True,,False,False,True,False,False,False,71
1.0,1.0,False,2021-07-02 23:26:13+00:00,2021-07-04 03:12:53+00:00,APPROVED,APPROVED,29,True,False,False,False,True,False,False,True,False,american,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,,,,,,,,,,,,,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,This is a fairly dramatic figure and demonstrates that the ban has not had a substantive effect in reducing crime,"The film industry might raise ticket prices at movie theaters and the cost of DVDs, the music industry might start charging more for CDs, and the computer gaming industry could start charging more for its games",NO I DID NOT HAVE ANY FINAL THOUGHTS,I LEARN ABOUT  ONE SIDENESS IS GOOD,IT IS ONESIDED  ABOUT THE DC,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,07/02/2021 06:27:34,07/02/2021 06:36:50,58,49,44,28,36,262,22,57,,,False,False,,,,False,False,False,,,,True,,False,True,,,,,,True,,,False,,,False,,False,True,False,,False,False,72
e,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,It keeps us from being able to protect ourselves.,Lose more tax revenue and have more file sharing that steals the music.,Ban on guns does not seem to deter the crime rate.,"There seems to be violence still prevalent, but had pros and cons listed that made it not all one sided.",they were not able to decrease the murder rate with the bans.,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,07/02/2021 05:55:22,07/02/2021 06:10:39,180,100,100,184,150,167,41,23,,,True,False,,,,False,False,True,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,74
1.0,1.0,False,2021-07-02 23:26:16+00:00,2021-07-04 03:12:56+00:00,APPROVED,APPROVED,37,True,False,False,False,True,False,False,True,False,american,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,,,,,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,,,,,,,,,,,,,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,Text A does not even try to convey a counterpoint or even an alternative to the issue. It simply states that it is wrong and pointless.,Each text argues that downloading hurts the economy and artists and each does it in a straightforward manner.,That issue regarding Israel feels like a no-win situation,I feel that one-sidedness leads to a type of stubbornness we need to rid ourselves. We need to see all sides before really understanding an issue and a possible solution.,"As stated previously, A only states one argument and only has one main point while B tries to paint an entire picture of the problem and possibly other solutions.",True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,07/02/2021 08:50:59,07/02/2021 09:14:34,276,223,298,312,61,127,23,23,,,True,False,,,,False,False,True,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,75
1.0,1.0,False,2021-07-02 23:26:17+00:00,2021-07-04 03:12:57+00:00,APPROVED,APPROVED,30,True,False,False,False,True,False,True,False,False,armenian,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,,,,,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,,,,,,,,,,,,,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,THE PUBLIC ARGUMENT IS NOT SUPPORTED ON THE EITHER SIDE,THIS IS TO BENEFIT OF THE GOVERNMENT AS A WHOLE  AND THIS FAVOR OF THE SYSTEM AS WHOLE,THIS IS IN FAVOR OF THE RULING PARTY AND THE CRIMINALS AS A WHOLE IT IS NO USE TO THE PEOPLE,THIS IT IS TOTALLY HELPS CRIMINALS AND CON OTHERS,IT IS IN FAVOR OF CRIMINALS THROUGHOUT AND THIS REDUCES THE SECURITY OF THE PEOPLE,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,07/02/2021 08:28:58,07/02/2021 09:09:19,391,450,350,241,46,461,138,61,,,False,True,,,,True,False,False,,,,False,,False,False,,,,,,False,,,False,,,False,,False,False,True,,False,True,76
1.0,1.0,False,2021-07-02 23:26:18+00:00,2021-07-04 03:12:58+00:00,APPROVED,APPROVED,24,False,False,True,False,True,False,True,False,False,brazilian,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,,,,,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,"text A doesnt offer solutions to gun ownership as text B does, so I find it the most one-sided.",Both texts spoke of the consequences of piracy negatively impacting the music/entertainment industry.,"I really liked the subjects covered in this research, I believe that both subjects have fundamental and interesting points","I learned that sometimes people tell things of their own interest, sometimes they only address a point instead of suggesting something to improve or suggesting why there is something against his point.",I believe that text A only addresses deaths while text B suggests some solutions for gun ownership.,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,07/02/2021 09:44:55,07/02/2021 10:26:05,777,441,414,339,14,211,60,21,,,True,False,,,,False,False,True,,,,False,,True,False,,,,,,False,,,False,,,True,,False,False,False,,False,False,77
1.0,1.0,False,2021-07-02 23:26:19+00:00,2021-07-04 03:12:59+00:00,APPROVED,APPROVED,41,True,False,False,False,False,True,False,True,False,american,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,,,,,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,the DC handgun ban is made ineffectual by legal purchases in Maryland and VIrginia,The media industry might have to compensate for a lack of sales by raising prices of good,Unrequited love has its benefits very good,Love cannot be forced Forgiveness is a gift you give to yourself,The DC handgun ban not really decreased crime and murders in DC,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,07/02/2021 07:55:46,07/02/2021 08:10:08,274,139,12,35,81,216,26,60,,,False,False,,,,True,True,False,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,78
ECTED,35,True,False,False,False,True,False,True,False,False,indian,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,,,,,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,NATHING SO THIS Many studies indicate that this deterrent effect decreases violent crime rates. The correlation is not surprising. Citizen gun ownership acts as a deterrent against criminals,The media industry might have to compensate for a lack of sales by raising prices of goods. The music business provides millions of jobs that are threatened by unregulated downloading.,NATHING THIS MY FINAL THOUGHTS VERY NICE,THE ONE -SIDEDNESS IS THE VERY DANGER,GOOD BUT NO IDEA  The correlation is not surprising. Citizen gun ownership acts as a deterrent against criminals,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,07/05/2021 06:39:30,07/05/2021 07:03:02,397,279,108,111,11,177,117,105,,,False,False,,,,False,False,False,,,,True,,True,False,,,,,,False,,,False,,,False,,True,False,False,,True,False,81
1.0,1.0,False,2021-07-05 13:03:04+00:00,2021-07-06 16:49:44+00:00,APPROVED,REJECTED,24,True,False,False,False,False,True,True,False,False,indian,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,,,,,,,,,,,,,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,It tells decrease gun crime only.,It tells effect of economic growth.,No I have no thoughts about the study,"Yes, I learned the one sidedness.",It tells the effect of decreases violent crime rates,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,07/05/2021 06:36:30,07/05/2021 07:21:25,933,202,373,645,6,51,314,17,,,False,False,,,,False,False,True,,,,False,,False,False,,,,,,False,,,False,,,False,,False,True,True,,False,True,82
e,False,False,False,False,True,False,True,False,False,False,True,False,False,False,,,,,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,,,,,,,,,,,,,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,because that text is really more one sided and they just to want to solve their case not to destroy that criminals,"the B text is really one sided because that about films and CD's DVD's and they just want to receive more revenue for music and musicians, so they just increasing the prices and not even bothering about the consumers",however one sided in any issue make that one destroy,just support that their team instead of looking any other team's side and their thought,i already said B is really seeing one sided,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,07/05/2021 07:56:25,07/05/2021 08:23:44,285,545,246,346,51,72,19,38,,,True,True,,,,False,False,False,,,,False,,True,False,,,,,,False,,,False,,,True,,False,False,False,,False,False,84
1.0,1.0,False,2021-07-05 20:54:08+00:00,2021-07-07 00:40:48+00:00,APPROVED,APPROVED,32,True,False,False,False,True,False,False,True,False,american,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,,,,,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,,,,,,,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,Text A does not provide any arguments that might support the ban on handguns. It only talks about why the ban should be revoked. Text B discusses why certain studies related to the ban are flawed while also providing alternative options instead of a complete handgun ban. It also provides reasons why handguns are uniquely dangerous compared to rifles. Text B considers both sides of the argument.,I would consider both texts equally one sided. Neither text attempts to discuss the fundamental reasons that people download content illegally. They both focus solely on the negative impacts that illegal downloading has and discusses how much harm it can do to the entertainment industry without offering any suggestions or alternative answers to the problem.,"This was a unique and interesting HIT compared to many others. Overall, it was pretty enjoyable. Although I thought the segments discussing the Israel military strikes were difficult to categorize.","If I'm being honest, I don't feel that I really learned anything about one-sidedness from this exercise.","Text A provides no arguments that support the handgun ban. Text A solely focuses on why the handgun ban should be repealed and why it has been a failure. Text B discusses why certain studies related to the murder rate decreasing due to the handgun ban are flawed and also offers alternative ideas instead of an outright handgun ban. However, Text B also discusses that handguns, due to their concealable and portable nature, are uniquely dangerous when compared to rifles and shotguns. For this reason, Text B indicates that the handguns should be banned. Text B offers viewpoints from both sides of the debate, but Text A only offers viewpoints from one side.",False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,07/05/2021 03:56:12,07/05/2021 04:21:10,288,220,155,344,48,130,67,32,,,True,False,,,,False,False,True,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,85
alse,86
lse,07/06/2021 03:53:09,07/06/2021 04:35:32,322,500,502,609,114,63,14,20,,,False,False,,,,True,False,True,,,,False,,True,False,,,,,,False,,,False,,,False,,False,False,False,,False,True,87
88
1.0,1.0,False,2021-07-06 17:18:34+00:00,2021-07-07 21:05:14+00:00,APPROVED,REJECTED,19,True,False,False,False,True,False,False,True,False,american,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,,,,,,,,,,,,,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Thre are a range of ways to decrease gun crime and in a city,"When people download music and films for free, they (obviously) do not pay taxes. Therefore, the government incurs a loss due to Internet piracy. Downloading equals lost tax revenue.",How would you describe the company's culture? ...
What is your favorite thing about working for this company? ...,Love cannot be forced. ...
Forgiveness is a gift you give to yourself. ...
Unrequited love has its benefits. ...
Acceptance is the key to moving on. ...
Healing starts within.,"DC is very small and very close to Maryland and Virginia, making it very easy for people to legally purchase guns outside of DC and bring them in. It also makes it very easy for blackmarket sales to occur. The DC handgun ban is made ineffectual by legal purchases in Maryland and Virginia.",True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,07/06/2021 02:42:24,07/06/2021 02:55:53,149,26,27,406,23,100,46,33,,,False,False,,,,True,False,True,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,90
ROVED,34,False,True,False,False,True,False,False,True,False,brazilian,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,Both texts defend that handgun ban is a way of remove the self-defense of the citizen. And it make the criminals more comfortable.,Both texts defend that downloading music and films harms artists and economic growth.,"I changed my mind about the texts of DC handgun ban. If I had more time, I could do the same about the others.",One-sideness is about details. Is about to make you be convinced about something you didn't want to have an opinion.,"A is more opinion-based, trying to convince that DC handgun ban is a bad idea, than B.",False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,07/06/2021 04:26:22,07/06/2021 05:07:13,638,429,420,399,89,246,36,21,,,True,False,,,,False,False,True,,,,False,,False,False,,,,,,False,,,False,,,True,,False,False,True,,False,False,92
1.0,1.0,False,2021-07-14 18:11:23+00:00,2021-07-15 21:58:03+00:00,APPROVED,APPROVED,37,True,False,False,False,True,False,True,False,False,american,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,"B actually points out some of the perceived benefits of polygamy (marry rich), even though it provides an argument as well.","Argument B is worded much more strongly against NCLB throughout the entire description, whereas A comes across a little more centered offering what the intention of the plan was.",The arguments on these topics were thought provoking and interesting to read.,I noticed that sometimes it was hard to qualify which one was more one sided.,"Paragraph A provides many specific reasons why polygamy is detrimental to the wives, while B uses more broad reasoning and even mentions benefits (like marrying a rich man).",False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,07/14/2021 02:34:00,07/14/2021 02:54:46,141,257,369,216,42,58,39,33,,,True,,,False,False,False,,,,,,,False,False,False,,True,False,,,,False,False,True,True,,,,False,False,False,,,,93
1.0,1.0,False,2021-07-14 18:11:24+00:00,2021-07-15 21:58:04+00:00,APPROVED,APPROVED,25,True,False,False,False,False,True,True,False,False,american,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,False,False,True,False,True,False,False,False,False,True,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,It gives more important to woman,It blames the school and the working teachers,No I did not have any thoughts,it means it express the feelings of one favour,It speaks about the sexual relationship with a man and woman,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,07/14/2021 03:02:54,07/14/2021 03:17:12,49,111,16,462,511,90,14,21,,,False,,,False,False,False,,,,,,,False,True,False,,False,False,,,,True,False,False,True,,,,True,False,False,,,,94
1.0,1.0,False,2021-07-14 18:11:25+00:00,2021-07-15 21:58:05+00:00,APPROVED,APPROVED,25,False,False,True,False,True,False,True,False,False,american,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,,,,,,,,,False,True,False,False,False,True,False,False,True,False,False,False,,,,,,,,,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,If polygamy is legalized does the mean that all existing husbands monogeous marriages,Because school and teachers are hyper-sensitive,Good survey This is very useful,I learn about one-sideness argumented about polygamy,Women have strong sex drives often equally as men,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,07/14/2021 03:45:48,07/14/2021 04:03:49,282,92,80,68,401,164,150,82,,,False,,,False,False,True,,,,,,,False,True,False,,True,False,,,,False,True,False,False,,,,False,False,False,,,,95
1.0,1.0,False,2021-07-14 18:11:25+00:00,2021-07-15 21:58:05+00:00,APPROVED,APPROVED,20,False,True,False,False,True,False,False,True,False,brazilian,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,The text addresses only the women's point of view.,The text only addresses the point of view of schools.,I think it would be interesting if you offer some examples before doing the task.,I learned that a unilateral text is intended to serve only the interests of one of the parties.,The text addresses only the woman's point of view.,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,07/14/2021 04:07:18,07/14/2021 04:23:40,85,50,313,326,2,104,5,27,,,True,,,False,False,False,,,,,,,False,False,False,,True,False,,,,False,True,False,False,,,,False,False,True,,,,96
1.0,1.0,False,2021-07-14 18:11:26+00:00,2021-07-15 21:58:06+00:00,APPROVED,APPROVED,54,False,True,False,False,True,False,True,False,False,american,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,"Text A tends to focus more on women, rather than both men and women who are polygamous.","Text B is critical of NCLB, and doesn't take into account anything positive about it.",I thought this was a really interesting Hit,"I learned that one-sidedness is sometimes difficult to spot, because it tends to be 'hidden' amongst what could be considered neutral statements.","A tends only to focus on women, rather than both men and women who are polygamous",True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,07/14/2021 11:14:09,07/14/2021 11:35:33,114,790,95,98,41,56,44,32,,,True,,,False,False,False,,,,,,,False,True,False,,True,False,,,,False,False,False,True,,,,False,False,False,,,,97
end on a high note – and leave a great lasting impression on ... 1. Ask questions. If you've ever attended an interview before, you'll be familiar ...","Women have strong sex drives; often equally as strong as men. It is difficult for them, therefore, to have to share their husband with other wives, and go many nights and sometimes weeks without sex. Such sex deprivation can create an impulse among polygamous women to seek",True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,07/14/2021 04:28:31,07/14/2021 04:35:30,59,35,68,34,13,123,15,45,,,False,,,False,True,True,,,,,,,False,False,False,,True,False,,,,False,False,False,False,,,,False,False,True,,,,98
